comment,preprocessed_comment
"Ive had Diane four times now. She takes a tough, no nonsense approach. If you show that you care about the subject, she will care about you and your grade. One of the best psych teachers out there. Take her class and be ready to learn.","['ive', 'diane', 'four', 'times', 'takes', 'tough', 'nonsense', 'approach', 'show', 'care', 'subject', 'care', 'grade', 'one', 'best', 'psych', 'teachers', 'take', 'class', 'ready', 'learn']"
"Worst teacher I have ever had in my life. Rude beyond belief, discouraging, and extremely condescending. Her information is incorrect and she is very confusing. TA's were extremely disorganized and unhelpful. Do not recommend any class with her. ","['worst', 'teacher', 'ever', 'life', 'rude', 'beyond', 'belief', 'discouraging', 'extremely', 'condescending', 'information', 'incorrect', 'confusing', 'ta', 'extremely', 'disorganized', 'unhelpful', 'recommend', 'class']"
"She told the class she hadn't taught Social Psych in a while, but she did a fantastic job. She really knows what she's talking about, and even incorporates current events into her lectures to help students better connect to the themes of the class. I thought she was also pretty hilarious. And she made the class super interesting. 1010.","['told', 'class', 'nt', 'taught', 'social', 'psych', 'fantastic', 'job', 'really', 'knows', 'talking', 'even', 'incorporates', 'current', 'events', 'lectures', 'help', 'students', 'better', 'connect', 'themes', 'class', 'thought', 'also', 'pretty', 'hilarious', 'made', 'class', 'super', 'interesting']"
"There's no homework whatsoever. Tests are all multiple choice. Really easy class, especially if you took AP psych in highschool. Martichuski is hilarious and knowledgeable. ","['homework', 'whatsoever', 'tests', 'multiple', 'choice', 'really', 'easy', 'class', 'especially', 'took', 'ap', 'psych', 'highschool', 'martichuski', 'hilarious', 'knowledgeable']"
She sucks. If you miss one word she says in class your at risk for getting a test question wrong. You have to take more notes than whats just on her slides if you want to do well. Her assignments are easy and if you do them you will get 100 but her tests are purposely written to screw you over. I would not recommend taking this class with her.,"['sucks', 'miss', 'one', 'word', 'says', 'class', 'risk', 'getting', 'test', 'question', 'wrong', 'take', 'notes', 'whats', 'slides', 'want', 'well', 'assignments', 'easy', 'get', 'tests', 'purposely', 'written', 'screw', 'would', 'recommend', 'taking', 'class']"
Test questions are much different then what she says they will be. Clicker questions are easy and tests are totally opposite. ,"['test', 'questions', 'much', 'different', 'says', 'clicker', 'questions', 'easy', 'tests', 'totally', 'opposite']"
"Martichuski isn't for the faint of heart. Her lectures are concise, though she can get off topic when she tells funny stories or anecdotes. She can be a tough grader, but her criteria is clear from day one. Reading the book is important for a good grade, but not necessary to pass. Lectures are a must. Her sense of humor isn't for everyone. ","['martichuski', 'nt', 'faint', 'heart', 'lectures', 'concise', 'though', 'get', 'topic', 'tells', 'funny', 'stories', 'anecdotes', 'tough', 'grader', 'criteria', 'clear', 'day', 'one', 'reading', 'book', 'important', 'good', 'grade', 'necessary', 'pass', 'lectures', 'must', 'sense', 'humor', 'nt', 'everyone']"
Lectures were entertaining but worthless. Lots of boring reading that was not discussed much in class. Especially bad  thing about her is how she plants politics into her lessons. She passed off some very political statements as if they were part of the lesson.,"['lectures', 'entertaining', 'worthless', 'lots', 'boring', 'reading', 'discussed', 'much', 'class', 'especially', 'bad', 'thing', 'plants', 'politics', 'lessons', 'passed', 'political', 'statements', 'part', 'lesson']"
"She is the worst professor I've had had, hands down. Her final was nothing like her other tests so be prepared to be in for a surprise. She is extremely rude and condescending. Her grading policy makes absolutely no sense. This is why so few people pass the class. ","['worst', 'professor', 'hands', 'final', 'nothing', 'like', 'tests', 'prepared', 'surprise', 'extremely', 'rude', 'condescending', 'grading', 'policy', 'makes', 'absolutely', 'sense', 'people', 'pass', 'class']"
"get ready for the hardest tests you will have to take as a psych student, even with accommodations for extra time, they were miserable.  and the final? you better start getting ready weeks before, open notes won't even help you on this one","['get', 'ready', 'hardest', 'tests', 'take', 'psych', 'student', 'even', 'accommodations', 'extra', 'time', 'miserable', 'final', 'better', 'start', 'getting', 'ready', 'weeks', 'open', 'notes', 'wo', 'nt', 'even', 'help', 'one']"
"Definitely go to class. Reading the textbook isn't absolutely essential, I got by without doing much reading, but I did all the homework.. If you need help, I recommend asking the TA's in lab or office hours. I like her videos at the beginning of class and her lectures are decent. Study for the tests. ","['definitely', 'go', 'class', 'reading', 'textbook', 'nt', 'absolutely', 'essential', 'got', 'without', 'much', 'reading', 'homework', 'need', 'help', 'recommend', 'asking', 'ta', 'lab', 'office', 'hours', 'like', 'videos', 'beginning', 'class', 'lectures', 'decent', 'study', 'tests']"
"Super funny, class is interesting, but her tests are very difficult whether you understand the content or not. Tests you on textbook readings so it's essential to have","['super', 'funny', 'class', 'interesting', 'tests', 'difficult', 'whether', 'understand', 'content', 'tests', 'textbook', 'readings', 'essential']"
"Her lectures are really interesting, but her tests are painfully hard. If you do not read the book, you will not pass the class. Her exams are so specific that if you forget a single detail, you will get it wrong. Overall, I would not suggest taking this class with her. ","['lectures', 'really', 'interesting', 'tests', 'painfully', 'hard', 'read', 'book', 'pass', 'class', 'exams', 'specific', 'forget', 'single', 'detail', 'get', 'wrong', 'overall', 'would', 'suggest', 'taking', 'class']"
She gets a little off track during lectures so you're required to read the book on the stuff she missed on the chapters we are going over for the test. ,"['gets', 'little', 'track', 'lectures', 'required', 'read', 'book', 'stuff', 'missed', 'chapters', 'going', 'test']"
"Martichuski is hands down one of the funniest professors I have ever had. She works hard to make class fun and interesting. One of the few lecture hall classes I actually enjoyed going to. However, make sure you read the textbook! Tests are multiple choice but definitely difficult. ","['martichuski', 'hands', 'one', 'funniest', 'professors', 'ever', 'works', 'hard', 'make', 'class', 'fun', 'interesting', 'one', 'lecture', 'hall', 'classes', 'actually', 'enjoyed', 'going', 'however', 'make', 'sure', 'read', 'textbook', 'tests', 'multiple', 'choice', 'definitely', 'difficult']"
"Dr. Martichuski obviously knows her stuff, but she is definitely the most condescending professor that I have had. If you don't understand something the first time, be prepared to be ridiculed publicly in front of the entire class. ","['dr', 'martichuski', 'obviously', 'knows', 'stuff', 'definitely', 'condescending', 'professor', 'nt', 'understand', 'something', 'first', 'time', 'prepared', 'ridiculed', 'publicly', 'front', 'entire', 'class']"
"I thought Dr. Martichuski was incredibly fair, and worked hard to help students with the very fast paced summer course.  Though the course is challenging, you feel like she does she can to help you 'Get' the material.","['thought', 'dr', 'martichuski', 'incredibly', 'fair', 'worked', 'hard', 'help', 'students', 'fast', 'paced', 'summer', 'course', 'though', 'course', 'challenging', 'feel', 'like', 'help', 'get', 'material']"
I loved her class but don't expect to do well. You HAVE to do all the work and read EVERYTHING she tells you to. Her tests are extremely specific and rely heavily on the book. Go and see her at office hours though. I got a D on the first test and then went to talk to her and she dropped the grade cause I got B's on the last three tests.,"['loved', 'class', 'nt', 'expect', 'well', 'work', 'read', 'everything', 'tells', 'tests', 'extremely', 'specific', 'rely', 'heavily', 'book', 'go', 'see', 'office', 'hours', 'though', 'got', 'first', 'test', 'went', 'talk', 'dropped', 'grade', 'cause', 'got', 'b', 'last', 'three', 'tests']"
"Diane is incredible smart and knows statistics. However, She sometimes goes too fast so don't expect to just go to class and get it. YOU have to work to get the grade you want- READ THE BOOK. However, if you go to Diane's office and talk to her shes super helpful and is reasonable at adjusting test grades! Just go talk to her!!!!!","['diane', 'incredible', 'smart', 'knows', 'statistics', 'however', 'sometimes', 'goes', 'fast', 'nt', 'expect', 'go', 'class', 'get', 'work', 'get', 'grade', 'want', 'read', 'book', 'however', 'go', 'diane', 'office', 'talk', 'shes', 'super', 'helpful', 'reasonable', 'adjusting', 'test', 'grades', 'go', 'talk']"
Don't waste  your time.,"['nt', 'waste', 'time']"
"I absolutely LOVE Dr. Martichuski, such a wonderful person. She really wants her students to succeed and makes class as interesting as possible considering it's statistics. The class itself is not easy but she is fully aware of that and does what she can to help. All attendance is extra credit so go to class and pay attention and you will do fine","['absolutely', 'love', 'dr', 'martichuski', 'wonderful', 'person', 'really', 'wants', 'students', 'succeed', 'makes', 'class', 'interesting', 'possible', 'considering', 'statistics', 'class', 'easy', 'fully', 'aware', 'help', 'attendance', 'extra', 'credit', 'go', 'class', 'pay', 'attention', 'fine']"
Her class is incredibly hard. She doesn't give any of her students opportunities to do well. She's very adamant on people dropping her class if they do poorly. You have no time to complete her HARD tests.,"['class', 'incredibly', 'hard', 'nt', 'give', 'students', 'opportunities', 'well', 'adamant', 'people', 'dropping', 'class', 'poorly', 'time', 'complete', 'hard', 'tests']"
"Her tests are fill-in-blank and problems ONLY, and far too little time (45 questions/problems in 90 mins!) to be  fair. I studied hard for 6+ days on the first test, watched the lectures several times, understood it well & did all the homework. If you need more processing time on tests, RUN AWAY. Sad, because I actually enjoyed the material!","['tests', 'fillinblank', 'problems', 'far', 'little', 'time', 'questionsproblems', 'mins', 'fair', 'studied', 'hard', 'days', 'first', 'test', 'watched', 'lectures', 'several', 'times', 'understood', 'well', 'homework', 'need', 'processing', 'time', 'tests', 'run', 'away', 'sad', 'actually', 'enjoyed', 'material']"
This class is easy to get a B if you pay attention in class. you need to read to get an A. She shows a lot of The Big Bang Theory and other funny videos in class. Go to her office after a test to make sure there aren't more than one correct answer though. Free points at the end.,"['class', 'easy', 'get', 'b', 'pay', 'attention', 'class', 'need', 'read', 'get', 'shows', 'lot', 'big', 'bang', 'theory', 'funny', 'videos', 'class', 'go', 'office', 'test', 'make', 'sure', 'nt', 'one', 'correct', 'answer', 'though', 'free', 'points', 'end']"
"She knows the material inside and out but is terrible at explaining it. Slides are incomplete and jump around, and concepts on tests are impossible to study for and don't follow lecture. First 2 tests and final are incredibly difficult, 3rd test is ok. Tests barely fit time given so if you're a slower test taker you're going to run out of time.","['knows', 'material', 'inside', 'terrible', 'explaining', 'slides', 'incomplete', 'jump', 'around', 'concepts', 'tests', 'impossible', 'study', 'nt', 'follow', 'lecture', 'first', 'tests', 'final', 'incredibly', 'difficult', 'test', 'ok', 'tests', 'barely', 'fit', 'time', 'given', 'slower', 'test', 'taker', 'going', 'run', 'time']"
Dr. Martichuski enjoys filling her lectures with examples that explain very easy concepts and quickly skims over the complex material. Attendance gives you extra credit and she puts these examples on the exams. She also puts very specific details from the textbook onto the tests. If you want an A you will have to read the book.,"['dr', 'martichuski', 'enjoys', 'filling', 'lectures', 'examples', 'explain', 'easy', 'concepts', 'quickly', 'skims', 'complex', 'material', 'attendance', 'gives', 'extra', 'credit', 'puts', 'examples', 'exams', 'also', 'puts', 'specific', 'details', 'textbook', 'onto', 'tests', 'want', 'read', 'book']"
"Great professor. Wonderful examples, made all of the concepts in statistics and methods so much easier to understand. I took the summer course and got an A. It was a lot of work, but she's fair with her grading and is a great speaker. The lab was nice as well because we were allowed to have a 'cheat sheet' that had all of the commands for R.","['great', 'professor', 'wonderful', 'examples', 'made', 'concepts', 'statistics', 'methods', 'much', 'easier', 'understand', 'took', 'summer', 'course', 'got', 'lot', 'work', 'fair', 'grading', 'great', 'speaker', 'lab', 'nice', 'well', 'allowed', 'cheat', 'sheet', 'commands', 'r']"
Amazing! I love my general psych class. Diane creates outlines so that its much easier to take notes. She pauses at times to allow us to finish writing any notes down. She is very helpful!,"['amazing', 'love', 'general', 'psych', 'class', 'diane', 'creates', 'outlines', 'much', 'easier', 'take', 'notes', 'pauses', 'times', 'allow', 'us', 'finish', 'writing', 'notes', 'helpful']"
"I really like Dr. Martichuski, but I feel like I have not learned anything new. My high school psychology class covered more information than she did.","['really', 'like', 'dr', 'martichuski', 'feel', 'like', 'learned', 'anything', 'new', 'high', 'school', 'psychology', 'class', 'covered', 'information']"
"Terrible, DO NOT TAKE HER STATS SUMMER CLASS. WARNING. Homework is decent and class is fine, but exams are HARD. Studied too much, got a terrible grade.","['terrible', 'take', 'stats', 'summer', 'class', 'warning', 'homework', 'decent', 'class', 'fine', 'exams', 'hard', 'studied', 'much', 'got', 'terrible', 'grade']"
Tons of extra credit but exams are super hard and hard to get A's,"['tons', 'extra', 'credit', 'exams', 'super', 'hard', 'hard', 'get']"
"For a terrible class like statistics, she does a pretty good job at making it comprehensible and at times almost slightly interesting. If you really try, you will get a good grade. I ended up with an 82.7, but Martichuski rounded up to a B, which shows that she wants you to succeed. I also had her for gen psych, and she was AMAZING.","['terrible', 'class', 'like', 'statistics', 'pretty', 'good', 'job', 'making', 'comprehensible', 'times', 'almost', 'slightly', 'interesting', 'really', 'try', 'get', 'good', 'grade', 'ended', 'martichuski', 'rounded', 'b', 'shows', 'wants', 'succeed', 'also', 'gen', 'psych', 'amazing']"
"Worst teacher I've had at CU. I've never met a professor that makes themselves less accessible than this woman. If she thinks threats, intimidation, and disinterest are ways to be a helpful resource, she's wrong. Do not take her stats class.","['worst', 'teacher', 'cu', 'never', 'met', 'professor', 'makes', 'less', 'accessible', 'woman', 'thinks', 'threats', 'intimidation', 'disinterest', 'ways', 'helpful', 'resource', 'wrong', 'take', 'stats', 'class']"
She can't even explain the most basic material.,"['ca', 'nt', 'even', 'explain', 'basic', 'material']"
"She was a good professor, but she had some stupid quirks.  For example, she would persistently stop class to tell people to put their electronics away (including electronics) which was very disruptive.","['good', 'professor', 'stupid', 'quirks', 'example', 'would', 'persistently', 'stop', 'class', 'tell', 'people', 'put', 'electronics', 'away', 'including', 'electronics', 'disruptive']"
"Even though she offers EC, her exams are too hard and she will not throw out questions even if everybody gets them wrong. Essay questions. I study like 5 days in advance I get Bs on them. Good luck","['even', 'though', 'offers', 'ec', 'exams', 'hard', 'throw', 'questions', 'even', 'everybody', 'gets', 'wrong', 'essay', 'questions', 'study', 'like', 'days', 'advance', 'get', 'bs', 'good', 'luck']"
There is this one kid in the class that ALWAYS asks questions. This is fine EXCEPT that the class has literally turned in to a 1-on-1 conversation between them that does not involve anyone else and usually takes up the majority of the class.,"['one', 'kid', 'class', 'always', 'asks', 'questions', 'fine', 'except', 'class', 'literally', 'turned', 'conversation', 'involve', 'anyone', 'else', 'usually', 'takes', 'majority', 'class']"
"The actions of Dr. Martichuski prove how the academic system is truly unfair. She gave me a low grade on my final exam essay and when i asked her why she said it was because i only provided 4 answers to the question instead of 10. There was no indication on the exam of how many answers to give, she said i should have just assumed.I got a C for that","['actions', 'dr', 'martichuski', 'prove', 'academic', 'system', 'truly', 'unfair', 'gave', 'low', 'grade', 'final', 'exam', 'essay', 'asked', 'said', 'provided', 'answers', 'question', 'instead', 'indication', 'exam', 'many', 'answers', 'give', 'said', 'assumedi', 'got', 'c']"
"Great professor, sadly you really should go to her lectures to get an A.","['great', 'professor', 'sadly', 'really', 'go', 'lectures', 'get']"
"Easy class, but the test questions were often vague.","['easy', 'class', 'test', 'questions', 'often', 'vague']"
"I didn't put in much effort for this class and still got an A-. Didn't read. Make sure to get all the extra credit, attend lecture and recitation because she does take attendance through clickers every day. If you think a test question is unfair she will likely agree and give you points. Easy to do well and she will help you if you seek her help.","['nt', 'put', 'much', 'effort', 'class', 'still', 'got', 'nt', 'read', 'make', 'sure', 'get', 'extra', 'credit', 'attend', 'lecture', 'recitation', 'take', 'attendance', 'clickers', 'every', 'day', 'think', 'test', 'question', 'unfair', 'likely', 'agree', 'give', 'points', 'easy', 'well', 'help', 'seek', 'help']"
I was in the Libby RAP program and she was the best. You have reading assignments from the book that will help you a lot on the tests. She's extremely encouraging and has a lot of great stories and examples to help you remember the materials. She also loves when people come to office hours. I'd definitely recommend her!,"['libby', 'rap', 'program', 'best', 'reading', 'assignments', 'book', 'help', 'lot', 'tests', 'extremely', 'encouraging', 'lot', 'great', 'stories', 'examples', 'help', 'remember', 'materials', 'also', 'loves', 'people', 'come', 'office', 'hours', 'definitely', 'recommend']"
"Going to class is very beneficial as she often puts questions on the test that you would only know from attending lecture. Her tests consist of 80% lecture and 20% book, but I've never opened the book and have gotten high grades on the test. It's pretty easy and not time consuming at all if you go to class.","['going', 'class', 'beneficial', 'often', 'puts', 'questions', 'test', 'would', 'know', 'attending', 'lecture', 'tests', 'consist', 'lecture', 'book', 'never', 'opened', 'book', 'gotten', 'high', 'grades', 'test', 'pretty', 'easy', 'time', 'consuming', 'go', 'class']"
Loved her!,['loved']
She traumatized me for LIFE when it came to statistics and research class! She is intimidating and the class was really tough. She does not seem to care for the students who tries really hard to do well in this class.,"['traumatized', 'life', 'came', 'statistics', 'research', 'class', 'intimidating', 'class', 'really', 'tough', 'seem', 'care', 'students', 'tries', 'really', 'hard', 'well', 'class']"
"I LOVED this class! She explained the material well and made the lectures very pleasurable. If you attend every class and recitation, pay attention, and get the 20 extra credit points that are available, you are bound to do well. Great class and I highly recommend her!","['loved', 'class', 'explained', 'material', 'well', 'made', 'lectures', 'pleasurable', 'attend', 'every', 'class', 'recitation', 'pay', 'attention', 'get', 'extra', 'credit', 'points', 'available', 'bound', 'well', 'great', 'class', 'highly', 'recommend']"
"Yeah, not a huge fan. I got an A, but only because I got extra credit and didn't miss any classes or recitations. The tests suck enormously. There are so many vague and confusing questions. Bleh. But lectures are entertaining.","['yeah', 'huge', 'fan', 'got', 'got', 'extra', 'credit', 'nt', 'miss', 'classes', 'recitations', 'tests', 'suck', 'enormously', 'many', 'vague', 'confusing', 'questions', 'bleh', 'lectures', 'entertaining']"
"Diane is awesome!!!  She is always available to offer help and gives you everything you need to get an A in her classes.  If you don't get an A it's because you're lazy and incompetent.  She wants her students to succeed more than anything else, so she holds you to a high standard, but gives you everything you need to reach it.","['diane', 'awesome', 'always', 'available', 'offer', 'help', 'gives', 'everything', 'need', 'get', 'classes', 'nt', 'get', 'lazy', 'incompetent', 'wants', 'students', 'succeed', 'anything', 'else', 'holds', 'high', 'standard', 'gives', 'everything', 'need', 'reach']"
Great professor!!  First psychology class ever and loved it.  Love her enthusiasm for what she teaches..has great stories and makes everything clear.  Tests very easy as well!,"['great', 'professor', 'first', 'psychology', 'class', 'ever', 'loved', 'love', 'enthusiasm', 'teaches', 'great', 'stories', 'makes', 'everything', 'clear', 'tests', 'easy', 'well']"
"I got an A in this class and I still was baffled by the grades I would get on her tests. Her tests lack clarity to the point that they seem purposefully deceitful and hostile. I have no difficulty with hard tests, but I want questions that strays less into the realm of subjectivity.","['got', 'class', 'still', 'baffled', 'grades', 'would', 'get', 'tests', 'tests', 'lack', 'clarity', 'point', 'seem', 'purposefully', 'deceitful', 'hostile', 'difficulty', 'hard', 'tests', 'want', 'questions', 'strays', 'less', 'realm', 'subjectivity']"
"HATE this teacher. I took her for social and had to miss a test for an academic contest, and she made it SO difficult for me to take it early. Managed an A-. Year later in her stats class I had to miss a lot of class when a family member got a terminal illness. I got high grades on every test but I was going to fail based on attendance. Had to drop","['hate', 'teacher', 'took', 'social', 'miss', 'test', 'academic', 'contest', 'made', 'difficult', 'take', 'early', 'managed', 'year', 'later', 'stats', 'class', 'miss', 'lot', 'class', 'family', 'member', 'got', 'terminal', 'illness', 'got', 'high', 'grades', 'every', 'test', 'going', 'fail', 'based', 'attendance', 'drop']"
Worst professor... EVER,"['worst', 'professor', 'ever']"
"Just because she may not have a warm and fuzzy personality doesn't mean she's trying to trick you or make you fail.  She's very thorough in lecture.  Her tests are on EXACTLY what she covers in class.  She has tons of office hours.  Is she sugary-sweet&#63;  No.  But is she intelligent, quick witted, and enthusiastic about the material&#63;  Definitely.","['may', 'warm', 'fuzzy', 'personality', 'nt', 'mean', 'trying', 'trick', 'make', 'fail', 'thorough', 'lecture', 'tests', 'exactly', 'covers', 'class', 'tons', 'office', 'hours', 'sugarysweet', 'intelligent', 'quick', 'witted', 'enthusiastic', 'material', 'definitely']"
diane if you are reading this i hope for the sake of your future students that you start to put in a little more effort as a professor.  You are a smart lady but did not provide a single shred of assistance every one of the 4 or 5 times i came up to you after class.  It seemed like you really just didnt care.,"['diane', 'reading', 'hope', 'sake', 'future', 'students', 'start', 'put', 'little', 'effort', 'professor', 'smart', 'lady', 'provide', 'single', 'shred', 'assistance', 'every', 'one', 'times', 'came', 'class', 'seemed', 'like', 'really', 'didnt', 'care']"
"Great teacher, made this topic tolerable and even a little fun. Did not own book, but managed to do all the HW just fine, which means she explained the material in a practical way and provided all the info needed to learn. Pros are: fun, energetic, organized, fair, caring. CONS: Notes are light, concept tests are HARD and confusion. Tests feel 80's","['great', 'teacher', 'made', 'topic', 'tolerable', 'even', 'little', 'fun', 'book', 'managed', 'hw', 'fine', 'means', 'explained', 'material', 'practical', 'way', 'provided', 'info', 'needed', 'learn', 'pros', 'fun', 'energetic', 'organized', 'fair', 'caring', 'cons', 'notes', 'light', 'concept', 'tests', 'hard', 'confusion', 'tests', 'feel']"
"Avoid at all costs, unless you are an over achiever.  I recieved two A's on exams, and because I never came to class, she felt the need to average them out with two D's.  She takes off way too many unneeded points if she feels you are doing too well, while not coming to her class.","['avoid', 'costs', 'unless', 'achiever', 'recieved', 'two', 'exams', 'never', 'came', 'class', 'felt', 'need', 'average', 'two', 'takes', 'way', 'many', 'unneeded', 'points', 'feels', 'well', 'coming', 'class']"
DO NOT TAKE THIS CLASS. She tries to trick you on tests  and does not explain the information very well. She likes to tell stories instead of explaining the information. If you take the same class with Berta or King you WILL get a better grade.,"['take', 'class', 'tries', 'trick', 'tests', 'explain', 'information', 'well', 'likes', 'tell', 'stories', 'instead', 'explaining', 'information', 'take', 'class', 'berta', 'king', 'get', 'better', 'grade']"
Mind numbing lectures.  Tends to go off on long personal rants.  Power point slides are outdated and boring.  You really need to be alert in this class to learn.  Exam questions often hinge on minute detail discussed in lecture.  Take PSYC 1001 from Brett King if possible.,"['mind', 'numbing', 'lectures', 'tends', 'go', 'long', 'personal', 'rants', 'power', 'point', 'slides', 'outdated', 'boring', 'really', 'need', 'alert', 'class', 'learn', 'exam', 'questions', 'often', 'hinge', 'minute', 'detail', 'discussed', 'lecture', 'take', 'psyc', 'brett', 'king', 'possible']"
The best teacher I have had in Years.,"['best', 'teacher', 'years']"
"amazing teacher, go to class get an A... very laid back personality and easy to get along with","['amazing', 'teacher', 'go', 'class', 'get', 'laid', 'back', 'personality', 'easy', 'get', 'along']"
"If you don't know what mean, median and mode are when you start this class you should probably go back to middle school. This is the easiest class I have ever taken. I don't OWN or read the book. I go to class and do the homework on time (note: she gives you the answers to all of the homework problems before they are due - they are free points).","['nt', 'know', 'mean', 'median', 'mode', 'start', 'class', 'probably', 'go', 'back', 'middle', 'school', 'easiest', 'class', 'ever', 'taken', 'nt', 'read', 'book', 'go', 'class', 'homework', 'time', 'note', 'gives', 'answers', 'homework', 'problems', 'due', 'free', 'points']"
"Stats and Research methods was definately something i had to work at but it wasn't as bad as i thought.  You HAVE to go to class and turn in homework.  Lab starts halfway through semester, and you have to go as well.  The first lab class will go over your head, but once you get it its basically all building off of itself.  I got an A-","['stats', 'research', 'methods', 'definately', 'something', 'work', 'nt', 'bad', 'thought', 'go', 'class', 'turn', 'homework', 'lab', 'starts', 'halfway', 'semester', 'go', 'well', 'first', 'lab', 'class', 'go', 'head', 'get', 'basically', 'building', 'got']"
"Probably the hardest, most confusing class I've ever taken.  She moves extremely fast, teaches different methods and formulas than the book, and her tests are torture. never miss class, never miss lab, read every chapter, do every hw...now, is that too much to ask&#63;!","['probably', 'hardest', 'confusing', 'class', 'ever', 'taken', 'moves', 'extremely', 'fast', 'teaches', 'different', 'methods', 'formulas', 'book', 'tests', 'torture', 'never', 'miss', 'class', 'never', 'miss', 'lab', 'read', 'every', 'chapter', 'every', 'hw', 'much', 'ask']"
"Stats sucks, but her class makes it a little more bearable, lol. Go to lecture and lab!! If you do, you'll be fine. Kind of socially awkward prof but very passionate about the subject and genuinely nice and helpful-if you do the work.","['stats', 'sucks', 'class', 'makes', 'little', 'bearable', 'lol', 'go', 'lecture', 'lab', 'fine', 'kind', 'socially', 'awkward', 'prof', 'passionate', 'subject', 'genuinely', 'nice', 'helpfulif', 'work']"
funny,['funny']
shes really funny and makes class interesting.. you have to read the book in order to get a remotely good grade on the exams,"['shes', 'really', 'funny', 'makes', 'class', 'interesting', 'read', 'book', 'order', 'get', 'remotely', 'good', 'grade', 'exams']"
"This class is definitely a challenge but the Prof. is very knowledgeable. Go to class and pay attention and the material will make more sense. Overall, a pretty good class","['class', 'definitely', 'challenge', 'prof', 'knowledgeable', 'go', 'class', 'pay', 'attention', 'material', 'make', 'sense', 'overall', 'pretty', 'good', 'class']"
"You have to do the work, but if you do, you will be fine. Don't skip any classes, and do all homework on time.","['work', 'fine', 'nt', 'skip', 'classes', 'homework', 'time']"
"AVOID AT ALL COSTS. This is not comming from a student who failed and is taking it out on a website.this lady is cold blooded. mid terms had class averages such as 61 and she does NOT CURVE. she makes class unintresting and painful. your hw is not graded and you do not know if you do it correctly. worst teacher i have ever had, hands down","['avoid', 'costs', 'comming', 'student', 'failed', 'taking', 'websitethis', 'lady', 'cold', 'blooded', 'mid', 'terms', 'class', 'averages', 'curve', 'makes', 'class', 'unintresting', 'painful', 'hw', 'graded', 'know', 'correctly', 'worst', 'teacher', 'ever', 'hands']"
"pretty tough class, about half the students dropped after the first test.  nice lady though.","['pretty', 'tough', 'class', 'half', 'students', 'dropped', 'first', 'test', 'nice', 'lady', 'though']"
Her class was a lot of fun. She always had great stories to use as examples.,"['class', 'lot', 'fun', 'always', 'great', 'stories', 'use', 'examples']"
she is terrible and very rude when you are in need of assistance,"['terrible', 'rude', 'need', 'assistance']"
bad prof!!,"['bad', 'prof']"
"She presents material in an easy, straight-forward manner.  She makes me laugh amost every class.","['presents', 'material', 'easy', 'straightforward', 'manner', 'makes', 'laugh', 'amost', 'every', 'class']"
made me wanna go to class to hear her funny little comments.  her outlines are the most helpful thing EVER and her tests are way easy.,"['made', 'wan', 'na', 'go', 'class', 'hear', 'funny', 'little', 'comments', 'outlines', 'helpful', 'thing', 'ever', 'tests', 'way', 'easy']"
"Great prof, funny in class, yet still teaches the material well.","['great', 'prof', 'funny', 'class', 'yet', 'still', 'teaches', 'material', 'well']"
"very thorough, helpful, and clear as possible.  Not COMPLETELY relatable","['thorough', 'helpful', 'clear', 'possible', 'completely', 'relatable']"
"Very interesting, very very clear.  Everything is straightforward and nothing is sneeky.  Good teacher, good class.","['interesting', 'clear', 'everything', 'straightforward', 'nothing', 'sneeky', 'good', 'teacher', 'good', 'class']"
"A very interesting professor.  Thorough, but doesn't focus on just the minutiae.  Wears the craziest print clothing, and has a deep and abiding love for what she teaches.  All in all, pretty cool.","['interesting', 'professor', 'thorough', 'nt', 'focus', 'minutiae', 'wears', 'craziest', 'print', 'clothing', 'deep', 'abiding', 'love', 'teaches', 'pretty', 'cool']"
No Comments,['comments']
No Comments,['comments']
No Comments,['comments']
My attendance overall in college was probably about 25% of classes.  Diane's class is the ONLY class in 3 years of college that I never missed once.  It was that good.,"['attendance', 'overall', 'college', 'probably', 'classes', 'diane', 'class', 'class', 'years', 'college', 'never', 'missed', 'good']"
"Horrible teacher. Boring, not helpful, unfair grading. I hated going to her class. Worst professor I've had in the Psychology Department.","['horrible', 'teacher', 'boring', 'helpful', 'unfair', 'grading', 'hated', 'going', 'class', 'worst', 'professor', 'psychology', 'department']"
No Comments,['comments']
No Comments,['comments']
"Diane was a great professor. Loved how she put the notes online, made it easy to follow along during lecture. Do the experiments early; it's worth it for the extra credit. Exams were fair; go over her old ones online because they're pretty similar. Great class!","['diane', 'great', 'professor', 'loved', 'put', 'notes', 'online', 'made', 'easy', 'follow', 'along', 'lecture', 'experiments', 'early', 'worth', 'extra', 'credit', 'exams', 'fair', 'go', 'old', 'ones', 'online', 'pretty', 'similar', 'great', 'class']"
"good overall professor, take advantage of extra credit","['good', 'overall', 'professor', 'take', 'advantage', 'extra', 'credit']"
"She is a good prof, she is always energetic and happy to be teaching, very clear, lots of videos, clear powerpoint notes which are in an outline that you can print and use to study, or for notes.  There are also practice tests online and the tests are easy if you attend class. Extra credit opps too","['good', 'prof', 'always', 'energetic', 'happy', 'teaching', 'clear', 'lots', 'videos', 'clear', 'powerpoint', 'notes', 'outline', 'print', 'use', 'study', 'notes', 'also', 'practice', 'tests', 'online', 'tests', 'easy', 'attend', 'class', 'extra', 'credit', 'opps']"
